Incident_ID,Fraud_Type_Code,Victim_District_Code,Time_of_Day_Code,Amount_Bracket_Code,Target_ATM_Zone_Code
INC-10868,1,5,1,0,7
INC-10869,1,1,0,1,3
INC-10870,2,10,2,1,0
INC-10871,4,10,0,1,8
INC-10872,4,0,3,2,1
INC-10873,3,6,0,2,9
INC-10874,5,6,0,3,2
INC-10875,5,5,0,3,5
INC-10876,2,7,3,1,5
INC-10877,1,8,1,0,2
INC-10878,5,0,3,3,1
INC-10879,3,0,3,3,1
INC-10880,6,5,1,3,9
INC-10881,4,9,1,2,2
INC-10882,2,6,1,1,0
INC-10883,5,4,3,3,6
INC-10884,0,4,2,1,7
INC-10885,1,9,1,1,2
INC-10886,7,5,3,1,1
INC-10887,6,0,3,3,1
INC-10888,4,6,1,2,1
INC-10889,3,7,2,3,2
INC-10890,7,10,3,1,5
INC-10891,0,10,2,0,3
INC-10892,3,10,3,3,4
INC-10893,6,10,3,3,4
INC-10894,4,7,1,1,0
INC-10895,6,0,3,3,4
INC-10896,4,7,1,1,2
INC-10897,2,6,0,0,2
INC-10898,7,9,0,1,4
INC-10899,6,5,3,3,1
INC-10900,5,0,3,2,1
INC-10901,3,9,3,3,6
INC-10902,1,2,0,1,7
INC-10903,3,0,3,3,9
INC-10904,7,10,2,2,9
INC-10905,6,5,0,3,4
INC-10906,0,4,0,0,0
INC-10907,4,4,2,2,8
INC-10908,2,6,2,0,0
INC-10909,6,9,3,3,4
INC-10910,3,1,3,3,9
INC-10911,6,1,3,3,1
INC-10912,2,9,1,1,3
INC-10913,4,7,3,2,6
INC-10914,6,1,3,3,4
INC-10915,5,9,3,3,2
INC-10916,6,10,3,2,9
INC-10917,6,2,3,2,4
INC-10918,3,2,0,3,6
INC-10919,2,9,0,0,0
INC-10920,7,8,3,2,1
INC-10921,6,7,3,3,1
INC-10922,0,8,1,1,3
INC-10923,2,4,2,0,2
INC-10924,1,6,3,1,5
INC-10925,6,8,3,2,1
INC-10926,4,3,1,2,0
INC-10927,6,5,3,3,6
INC-10928,2,4,2,0,0
INC-10929,1,2,1,1,7
INC-10930,2,3,1,1,7
INC-10931,3,5,3,3,6
INC-10932,6,8,3,3,4
INC-10933,0,0,2,1,3
INC-10934,5,0,3,2,5
INC-10935,7,8,1,1,3
INC-10936,3,3,3,3,1
INC-10937,0,2,1,1,3
INC-10938,3,7,2,3,1
INC-10939,4,4,0,1,8
INC-10940,1,2,1,1,2
INC-10941,7,7,3,1,2
INC-10942,7,6,1,2,5
INC-10943,7,4,0,1,7
INC-10944,7,0,3,1,1
INC-10945,7,10,2,1,3
INC-10946,7,2,0,2,1
INC-10947,4,0,3,1,4
INC-10948,1,6,1,0,2
INC-10949,1,3,1,1,7
INC-10950,2,1,3,1,8
INC-10951,1,10,2,1,3
INC-10952,0,9,2,0,2
INC-10953,5,10,3,2,4
INC-10954,4,6,3,1,8
INC-10955,1,1,2,1,0
INC-10956,1,5,1,1,3
INC-10957,5,10,3,3,4
INC-10958,4,10,3,2,5
INC-10959,3,3,2,2,4
INC-10960,7,8,2,1,5
INC-10961,3,8,1,3,6
INC-10962,2,3,2,0,3
INC-10963,2,8,0,0,7
INC-10964,7,7,0,2,2
INC-10965,6,2,3,3,6
INC-10966,6,4,3,3,7
INC-10967,5,6,3,3,6
INC-10968,2,1,1,0,0
INC-10969,2,9,1,1,3
INC-10970,7,6,2,1,3
INC-10971,1,6,3,0,8
INC-10972,2,7,1,0,1
INC-10973,5,4,3,3,4
INC-10974,5,0,2,3,9
INC-10975,3,0,3,2,4
INC-10976,6,0,3,3,1
INC-10977,1,7,2,0,3
INC-10978,7,6,0,2,7
INC-10979,2,2,1,1,2
INC-10980,4,8,3,2,8
INC-10981,5,0,3,2,6
INC-10982,1,9,2,0,7
INC-10983,6,9,3,3,6
INC-10984,3,9,3,3,0
INC-10985,6,9,3,2,4
INC-10986,7,9,1,2,4
INC-10987,3,10,3,3,6
INC-10988,2,3,0,0,8
INC-10989,4,9,3,1,6
INC-10990,4,7,3,1,4
INC-10991,4,9,1,1,1
INC-10992,3,8,3,3,6
INC-10993,2,5,2,0,2
INC-10994,6,5,3,3,4
INC-10995,1,5,0,0,3
INC-10996,2,5,0,0,9
INC-10997,5,3,2,3,2
INC-10998,2,7,1,1,0
INC-10999,4,1,3,2,2
INC-11000,6,2,1,3,9
INC-11001,0,10,1,1,7
INC-11002,1,4,1,0,3
INC-11003,0,3,2,1,0
INC-11004,6,3,1,3,1
INC-11005,2,7,2,1,2
INC-11006,0,10,2,0,3
INC-11007,0,5,1,0,7
INC-11008,5,1,3,3,4
INC-11009,6,4,3,3,9
INC-11010,6,9,3,3,4
INC-11011,0,9,1,0,0
INC-11012,7,5,3,2,7
INC-11013,5,2,3,3,1
INC-11014,6,9,3,3,1
INC-11015,4,10,2,1,8
INC-11016,4,9,0,2,2
INC-11017,5,9,3,3,1
INC-11018,2,9,1,0,7
INC-11019,3,1,3,2,4
INC-11020,6,1,3,3,6
INC-11021,0,10,0,1,7
INC-11022,7,9,0,2,4
INC-11023,3,5,3,3,7
INC-11024,4,9,0,2,5
INC-11025,2,0,2,1,3
INC-11026,5,5,3,3,4
INC-11027,7,0,3,1,2
INC-11028,4,10,3,2,6
INC-11029,3,0,3,3,1
INC-11030,6,5,3,3,4
INC-11031,7,2,0,2,7
INC-11032,2,1,0,0,7
INC-11033,1,2,2,0,0
INC-11034,6,4,0,3,2
INC-11035,4,8,3,1,5
INC-11036,5,6,3,3,6
INC-11037,2,7,0,0,2
INC-11038,4,2,2,2,7
INC-11039,0,4,2,0,0
INC-11040,0,1,0,1,0
INC-11041,6,3,3,2,9
INC-11042,7,6,1,2,0
INC-11043,5,9,3,3,6
INC-11044,3,2,1,3,3
INC-11045,2,9,2,1,3
INC-11046,0,5,0,0,0
INC-11047,6,8,3,3,4
INC-11048,3,5,3,2,4
INC-11049,1,10,1,1,7
INC-11050,0,5,1,1,0
INC-11051,1,7,2,0,3
INC-11052,5,7,3,3,1
INC-11053,7,6,3,2,5
INC-11054,4,0,2,2,0
INC-11055,4,9,3,2,5
INC-11056,4,1,0,2,4
INC-11057,3,1,3,3,1
INC-11058,6,9,3,2,1
INC-11059,3,4,3,3,4
INC-11060,3,3,3,2,1
INC-11061,6,1,3,3,6
INC-11062,3,5,3,3,4
INC-11063,2,7,1,0,3
INC-11064,6,5,2,3,0
INC-11065,4,5,3,2,9
INC-11066,5,4,3,3,4
INC-11067,3,0,3,3,6
INC-11068,6,5,3,3,6
INC-11069,0,4,1,0,3
INC-11070,4,4,2,1,5
INC-11071,4,7,3,2,0
INC-11072,2,8,2,0,3
INC-11073,0,9,1,0,2
INC-11074,0,6,1,0,2
INC-11075,5,0,3,2,4
INC-11076,3,6,3,3,9
INC-11077,3,1,3,3,1
INC-11078,4,10,1,1,8
INC-11079,1,0,1,0,0
INC-11080,0,10,1,0,0
INC-11081,4,5,3,1,9
INC-11082,4,4,2,1,0
INC-11083,0,5,1,1,0
INC-11084,3,2,3,3,4
INC-11085,5,1,3,2,9
INC-11086,0,9,2,1,7
INC-11087,2,7,2,1,2
INC-11088,7,8,3,2,6
INC-11089,6,6,3,3,6
INC-11090,4,1,2,2,0
INC-11091,3,10,0,3,0
INC-11092,5,5,3,3,4
INC-11093,7,2,0,1,3
INC-11094,1,4,2,0,3
INC-11095,0,2,1,0,3
INC-11096,3,4,0,3,8
INC-11097,1,9,2,1,7
INC-11098,7,4,0,1,5
INC-11099,6,0,3,3,8
INC-11100,5,1,3,3,6
INC-11101,3,2,3,3,6
INC-11102,7,9,2,2,3
INC-11103,0,4,1,1,7
INC-11104,7,0,3,1,7
INC-11105,0,8,1,1,3
INC-11106,2,9,2,1,3
INC-11107,3,10,0,3,2
INC-11108,1,8,2,0,7
INC-11109,6,5,3,2,4
INC-11110,6,9,3,3,1
INC-11111,4,1,1,2,0
INC-11112,7,8,1,2,4
INC-11113,4,10,3,2,9
INC-11114,6,5,2,3,7
INC-11115,7,9,0,2,1
INC-11116,6,3,3,3,9
INC-11117,5,5,3,3,9
INC-11118,3,10,0,2,4
INC-11119,3,2,3,3,6
INC-11120,3,10,3,3,1
INC-11121,1,5,0,1,7
INC-11122,1,6,0,1,0
INC-11123,7,6,3,2,2
INC-11124,3,3,3,3,9
INC-11125,2,9,2,0,3
INC-11126,2,2,1,1,7
INC-11127,2,4,1,0,7
INC-11128,1,0,0,1,3
INC-11129,2,7,0,1,2
INC-11130,6,7,3,3,9
INC-11131,3,6,3,3,4
INC-11132,0,7,0,0,0
INC-11133,0,10,2,0,5
INC-11134,4,9,0,2,8
INC-11135,0,3,0,1,0
INC-11136,0,6,2,0,2
INC-11137,4,9,1,1,3
INC-11138,5,4,3,2,9
INC-11139,6,5,3,3,9
INC-11140,2,3,0,1,1
INC-11141,6,1,3,3,6
INC-11142,6,3,3,3,4
INC-11143,5,1,1,2,8
INC-11144,3,1,3,3,9
INC-11145,7,8,3,1,6
INC-11146,4,6,0,2,2
INC-11147,7,10,3,2,0
INC-11148,6,3,3,3,4
INC-11149,1,10,2,1,3
INC-11150,6,8,3,3,1
INC-11151,1,0,1,0,7
INC-11152,3,10,3,3,6
INC-11153,0,7,2,1,7
INC-11154,2,1,2,1,3
INC-11155,4,7,0,2,5
INC-11156,6,7,3,3,9
INC-11157,0,4,0,1,2
INC-11158,1,5,0,0,0
INC-11159,4,5,0,2,3
INC-11160,1,7,0,0,5
INC-11161,7,2,3,1,8
INC-11162,5,0,1,3,4
INC-11163,0,10,2,0,3
INC-11164,7,6,3,1,7
INC-11165,7,1,1,2,3
INC-11166,2,6,1,1,2
INC-11167,1,4,0,1,2
INC-11168,4,2,1,2,0
INC-11169,6,9,3,3,9
INC-11170,3,5,3,3,6
INC-11171,0,8,1,1,6
INC-11172,3,4,3,3,9
INC-11173,3,5,3,3,9
INC-11174,5,8,3,2,4
INC-11175,4,1,0,2,2
INC-11176,2,8,0,0,2
INC-11177,5,4,3,3,6
INC-11178,6,6,3,3,4
INC-11179,2,8,0,1,0
INC-11180,6,5,3,3,4
INC-11181,3,10,1,2,5
INC-11182,1,1,1,1,2
INC-11183,4,5,0,2,7
INC-11184,4,6,0,1,8
INC-11185,1,2,0,1,3
INC-11186,7,0,0,1,3
INC-11187,3,8,3,2,4
INC-11188,6,5,3,3,9
INC-11189,5,9,3,3,6
INC-11190,2,4,3,0,0
INC-11191,0,5,2,1,7
INC-11192,3,5,3,3,6
INC-11193,6,4,1,2,9
INC-11194,5,5,3,2,9
INC-11195,5,2,3,3,9
INC-11196,1,5,1,1,0
INC-11197,2,0,2,1,0
INC-11198,1,2,0,0,0
INC-11199,1,8,1,0,7
INC-11200,3,1,3,3,8
INC-11201,3,7,3,3,4
INC-11202,0,3,1,1,0
INC-11203,5,9,3,2,9
INC-11204,2,5,0,0,7
INC-11205,0,3,1,1,9
INC-11206,3,2,3,3,9
INC-11207,6,5,3,3,4
INC-11208,1,0,1,1,2
INC-11209,6,8,3,3,6
INC-11210,1,9,2,1,0
INC-11211,5,0,1,3,9
INC-11212,2,6,1,1,0
INC-11213,3,4,3,3,1
INC-11214,4,0,2,2,9
INC-11215,2,10,0,1,3
INC-11216,1,9,1,0,7
INC-11217,6,3,3,3,6
INC-11218,2,9,1,0,7
INC-11219,5,10,3,3,6
INC-11220,7,10,3,2,7
INC-11221,3,0,3,3,6
INC-11222,3,0,3,3,6
INC-11223,5,3,3,3,6
INC-11224,7,1,2,2,2
INC-11225,3,8,3,3,9
INC-11226,5,2,3,3,4
INC-11227,4,8,3,1,2
INC-11228,1,9,2,0,7
INC-11229,3,10,3,2,6
INC-11230,4,0,0,2,6
INC-11231,7,1,0,1,2
INC-11232,3,7,3,3,6
INC-11233,7,1,0,2,8
INC-11234,3,1,3,3,4
INC-11235,5,5,1,2,3
INC-11236,0,1,2,0,2
INC-11237,7,8,0,1,9
INC-11238,2,2,0,1,7
INC-11239,3,3,3,3,9
INC-11240,3,7,3,3,1
INC-11241,1,2,1,1,3
INC-11242,5,3,3,3,6
INC-11243,0,7,2,1,2
INC-11244,4,1,1,2,5
INC-11245,3,6,3,3,3
INC-11246,1,3,2,0,3
INC-11247,3,10,3,3,4
INC-11248,1,8,1,1,2
INC-11249,3,8,2,3,3
INC-11250,5,2,3,3,4
INC-11251,2,9,2,1,2
INC-11252,1,3,1,0,0
INC-11253,2,5,2,1,3
INC-11254,6,1,3,3,6
INC-11255,5,0,3,3,1
INC-11256,0,4,1,1,7
INC-11257,4,9,0,2,0
INC-11258,7,3,3,2,9
INC-11259,6,8,0,3,4
INC-11260,1,8,2,1,7
INC-11261,1,0,0,1,7
INC-11262,4,5,3,1,7
INC-11263,6,2,3,3,6
INC-11264,5,9,3,3,4
INC-11265,4,2,0,2,6
INC-11266,7,9,3,1,0
INC-11267,3,4,3,3,1
INC-11268,6,0,3,2,4
INC-11269,6,0,3,3,4
INC-11270,0,4,1,0,6
INC-11271,4,9,3,1,4
INC-11272,1,4,0,1,8
INC-11273,3,8,3,3,6
INC-11274,3,5,3,3,9
INC-11275,0,5,0,1,0
INC-11276,6,5,3,3,1
INC-11277,4,0,0,1,3
INC-11278,3,2,0,3,2
INC-11279,7,8,3,2,2
INC-11280,1,3,2,0,2
INC-11281,2,3,1,1,3
INC-11282,0,3,0,0,0
INC-11283,6,0,3,3,9
INC-11284,1,1,0,0,2
INC-11285,4,10,3,2,5
INC-11286,1,9,0,1,7
INC-11287,5,3,3,2,7
INC-11288,6,1,3,3,1
INC-11289,0,5,2,1,7
INC-11290,1,3,0,1,0
INC-11291,6,8,3,3,1
INC-11292,2,4,0,1,3
INC-11293,1,4,0,1,2
INC-11294,3,0,3,3,6
INC-11295,6,10,3,3,1
INC-11296,7,3,1,2,9
INC-11297,1,9,1,0,1
INC-11298,6,1,3,3,1
INC-11299,1,6,2,1,2
INC-11300,4,10,3,1,4
INC-11301,3,2,3,3,1
INC-11302,4,3,2,2,5
INC-11303,2,1,1,0,7
INC-11304,4,1,1,1,2
INC-11305,1,0,1,1,9
INC-11306,2,3,1,0,2
INC-11307,1,4,2,1,2
INC-11308,6,0,3,3,6
INC-11309,6,9,3,3,9
INC-11310,5,7,3,3,1
INC-11311,5,1,3,2,1
INC-11312,4,2,0,2,2
INC-11313,5,4,3,2,9
INC-11314,1,2,1,0,0
INC-11315,7,9,0,1,7
INC-11316,4,3,3,1,2
INC-11317,3,9,3,3,1
INC-11318,1,1,0,1,4
INC-11319,3,0,2,3,0
INC-11320,6,8,3,3,9
INC-11321,0,1,2,1,7
INC-11322,7,2,3,1,9
INC-11323,5,2,3,3,6
INC-11324,5,10,3,3,9
INC-11325,4,0,1,2,6
INC-11326,0,0,2,1,3
INC-11327,5,10,3,3,1
INC-11328,3,1,3,2,9
INC-11329,7,8,3,2,9
INC-11330,0,0,0,1,2
INC-11331,4,5,3,1,0
INC-11332,7,7,2,2,1
INC-11333,2,0,2,0,2
INC-11334,3,8,3,3,9
INC-11335,5,7,3,3,6
INC-11336,4,4,0,1,7
INC-11337,5,5,3,3,6
INC-11338,6,6,3,2,9
INC-11339,0,9,0,1,7
INC-11340,6,6,3,2,9
INC-11341,4,6,3,1,5
INC-11342,7,2,3,2,0
INC-11343,1,5,1,1,3
INC-11344,4,5,1,2,4
INC-11345,7,9,0,2,4
INC-11346,7,5,3,1,3
INC-11347,7,10,2,2,0
INC-11348,1,8,0,0,6
INC-11349,2,7,2,1,7
INC-11350,4,2,0,2,3
INC-11351,2,1,0,1,2
INC-11352,7,4,2,1,3
INC-11353,2,6,0,0,2
INC-11354,1,1,2,0,3
INC-11355,1,6,1,1,2
INC-11356,3,3,3,2,7
INC-11357,2,5,1,1,7
INC-11358,1,2,1,1,7
INC-11359,2,7,3,1,4
INC-11360,4,5,0,2,5
INC-11361,6,4,3,3,4
INC-11362,6,6,3,2,9
INC-11363,5,3,1,3,9
INC-11364,6,2,3,2,4
INC-11365,7,0,3,2,2
INC-11366,1,8,1,0,3
INC-11367,4,7,0,2,2
INC-11368,7,4,3,1,1
INC-11369,6,2,3,3,4
INC-11370,3,10,3,3,4
INC-11371,2,6,0,1,3
INC-11372,3,5,3,3,9
INC-11373,1,1,0,0,5
INC-11374,5,5,3,2,9
INC-11375,3,2,3,2,9
INC-11376,2,5,1,1,3
INC-11377,2,5,1,1,7
INC-11378,6,9,3,3,9
INC-11379,5,8,3,3,4
INC-11380,1,5,1,1,7
INC-11381,4,2,2,1,8
INC-11382,2,10,1,1,2
INC-11383,4,8,3,2,7
INC-11384,6,4,3,2,4
INC-11385,5,0,3,3,1
INC-11386,7,0,3,2,1
INC-11387,0,3,0,1,3
INC-11388,3,10,1,3,1
INC-11389,5,9,3,3,1
INC-11390,5,3,3,3,1
INC-11391,3,0,0,3,3
INC-11392,1,3,1,0,3
INC-11393,4,7,0,1,1
INC-11394,3,6,3,3,1
INC-11395,6,7,3,2,6
INC-11396,2,0,0,0,3
INC-11397,4,3,1,1,4
INC-11398,3,8,3,3,1
INC-11399,6,5,3,2,1
INC-11400,0,6,0,1,2
INC-11401,0,10,2,1,5
INC-11402,5,7,3,3,9
INC-11403,4,7,3,1,1
INC-11404,6,6,3,3,4
INC-11405,1,4,2,1,2
INC-11406,1,4,1,1,2
INC-11407,3,5,0,3,4
INC-11408,7,1,1,2,0
INC-11409,1,7,2,1,3
INC-11410,5,10,0,2,2
INC-11411,1,1,3,1,7
INC-11412,6,10,3,3,4
INC-11413,6,0,2,3,2
INC-11414,6,4,3,2,9
INC-11415,0,0,3,0,5
INC-11416,6,10,3,3,7
INC-11417,2,0,2,0,7
INC-11418,6,8,3,3,1
INC-11419,6,7,3,3,6
INC-11420,6,0,2,3,6
INC-11421,0,0,0,0,7
INC-11422,1,2,2,0,0
INC-11423,5,9,3,3,4
INC-11424,4,2,3,2,8
INC-11425,2,8,1,1,2
INC-11426,2,1,1,1,3
INC-11427,6,1,0,3,4
INC-11428,1,10,0,1,3
INC-11429,2,2,0,1,0
INC-11430,5,5,3,3,4
INC-11431,3,5,3,2,4
INC-11432,1,7,0,1,2
INC-11433,6,9,3,3,1
INC-11434,4,10,0,1,0
INC-11435,0,5,2,1,6
INC-11436,4,1,0,2,0
INC-11437,5,2,3,3,4
INC-11438,2,8,1,0,3
INC-11439,7,3,3,2,3
INC-11440,4,10,1,1,7
INC-11441,1,2,2,1,2
INC-11442,7,5,0,2,7
INC-11443,0,7,0,1,7
INC-11444,4,10,3,1,6
INC-11445,6,4,3,3,9
INC-11446,3,8,3,2,6
INC-11447,3,6,3,3,6
INC-11448,2,0,2,0,7
INC-11449,0,8,0,1,1
INC-11450,0,1,1,1,0
INC-11451,7,1,0,2,2
INC-11452,5,0,3,2,1
INC-11453,1,10,3,0,4
INC-11454,7,10,2,2,6
INC-11455,1,8,2,1,3
INC-11456,2,9,1,1,3
INC-11457,3,2,3,3,1
INC-11458,6,9,3,3,1
INC-11459,0,7,2,0,0
INC-11460,1,4,0,1,7
INC-11461,5,10,0,3,8
INC-11462,6,5,3,3,9
INC-11463,5,5,3,3,4
INC-11464,7,6,3,2,6
INC-11465,0,0,2,0,2
INC-11466,2,0,1,1,3
INC-11467,2,9,2,1,0
INC-11468,5,5,0,3,2
INC-11469,7,9,3,2,6
INC-11470,3,7,3,3,1
INC-11471,7,7,1,1,1
INC-11472,4,3,2,2,0
INC-11473,7,7,1,2,3
INC-11474,4,6,1,2,6
INC-11475,1,1,2,1,2
INC-11476,0,7,1,0,2
INC-11477,3,8,3,3,9
INC-11478,4,5,1,1,2
INC-11479,5,2,3,3,9
INC-11480,0,1,1,1,2
INC-11481,1,6,1,0,1
INC-11482,6,10,0,3,0
INC-11483,1,5,2,1,7
INC-11484,1,4,1,0,3
INC-11485,1,8,0,1,2
INC-11486,4,6,2,1,3
INC-11487,4,10,0,2,9
INC-11488,6,2,3,3,6
INC-11489,0,8,2,1,2
INC-11490,7,7,3,2,5
INC-11491,5,0,3,2,9
INC-11492,0,5,2,1,0
INC-11493,4,9,3,1,9
INC-11494,0,2,1,1,7
INC-11495,3,2,3,3,4
INC-11496,2,2,1,1,2
INC-11497,3,5,3,3,9
INC-11498,5,10,3,3,1
INC-11499,6,0,3,3,1
INC-11500,3,10,3,3,9
INC-11501,2,4,1,0,3
INC-11502,4,0,3,1,3
INC-11503,4,5,1,2,0
INC-11504,6,9,3,3,1
INC-11505,5,4,3,3,4
INC-11506,0,5,2,1,3
INC-11507,0,0,0,0,3
INC-11508,6,9,0,3,7
INC-11509,3,7,3,2,6
INC-11510,6,10,3,2,4
INC-11511,5,3,3,3,3
INC-11512,4,2,2,1,3
INC-11513,4,6,3,2,0
INC-11514,0,8,2,1,7
INC-11515,3,7,3,3,4
INC-11516,3,3,3,3,6
INC-11517,6,6,3,3,6
INC-11518,7,0,3,1,3
INC-11519,3,8,3,3,6
INC-11520,7,8,3,1,6
INC-11521,2,5,2,1,0
INC-11522,5,10,3,2,4
INC-11523,0,7,1,1,7
INC-11524,7,10,3,2,4
INC-11525,6,8,3,3,9
INC-11526,2,9,1,1,0
INC-11527,7,5,0,2,9
INC-11528,7,1,1,2,1
INC-11529,2,4,1,1,0
INC-11530,7,7,0,2,6
INC-11531,4,1,0,2,7
INC-11532,0,6,1,0,7
INC-11533,7,9,3,2,2
INC-11534,1,10,2,1,4
INC-11535,7,0,1,2,0
INC-11536,6,0,3,3,6
INC-11537,7,6,1,2,8
INC-11538,0,1,2,0,3
INC-11539,6,9,3,2,4
INC-11540,5,4,3,3,1
INC-11541,1,10,0,1,3
INC-11542,3,8,3,3,1
INC-11543,6,2,3,3,1
INC-11544,2,2,0,0,3
INC-11545,7,1,3,2,9
INC-11546,5,7,3,3,6
INC-11547,7,1,0,1,3
INC-11548,2,2,1,0,7
INC-11549,4,3,3,1,7
INC-11550,2,10,2,1,3
INC-11551,7,10,0,2,1
INC-11552,3,5,3,3,9
INC-11553,7,8,0,1,6
INC-11554,5,9,3,2,4
INC-11555,7,5,0,2,7
INC-11556,5,8,3,3,4
INC-11557,1,5,2,1,2
INC-11558,2,9,1,0,3
INC-11559,7,4,0,2,0
INC-11560,0,5,2,1,2
INC-11561,0,0,1,1,0
INC-11562,2,1,1,1,7
INC-11563,6,9,3,3,6
INC-11564,0,1,0,1,3
INC-11565,5,7,3,3,1
INC-11566,5,1,3,3,1
INC-11567,7,6,0,2,7
INC-11568,0,8,2,0,7
INC-11569,4,5,3,2,7
INC-11570,2,7,2,1,2
INC-11571,5,3,3,3,6
INC-11572,6,8,3,3,4
INC-11573,4,4,1,1,7
INC-11574,3,9,3,3,9
INC-11575,5,9,0,3,2
INC-11576,1,10,0,0,1
INC-11577,5,5,3,3,9
INC-11578,6,1,3,3,6
INC-11579,2,1,1,1,2
INC-11580,3,10,3,3,1
INC-11581,4,10,1,2,4
INC-11582,2,3,0,1,0
INC-11583,3,9,0,3,5
INC-11584,1,6,2,1,7
INC-11585,3,6,3,3,4
INC-11586,4,5,1,2,4
INC-11587,4,4,3,2,2
INC-11588,4,1,0,2,1
INC-11589,3,5,3,3,9
INC-11590,4,7,3,2,7
INC-11591,5,8,3,2,6
INC-11592,2,5,2,0,0
INC-11593,3,1,3,3,6
INC-11594,3,10,3,3,6
INC-11595,6,7,3,3,6
INC-11596,6,10,0,3,1
INC-11597,7,3,2,2,3
INC-11598,6,2,3,3,9
INC-11599,6,10,0,2,8
INC-11600,3,6,3,3,3
INC-11601,4,10,3,1,6
INC-11602,4,0,1,2,3
INC-11603,4,4,2,1,5
INC-11604,0,9,1,0,3
INC-11605,5,7,3,3,6
INC-11606,0,8,1,1,0
INC-11607,4,7,3,2,0
INC-11608,3,7,2,2,3
INC-11609,3,10,3,3,9
INC-11610,5,6,3,2,1
INC-11611,7,0,3,2,0
INC-11612,3,6,3,2,6
INC-11613,3,2,3,3,4
INC-11614,1,9,0,0,2
INC-11615,0,5,0,1,0
INC-11616,4,9,2,1,7
INC-11617,1,0,1,0,7
INC-11618,5,6,3,3,6
INC-11619,0,3,2,0,3
INC-11620,2,7,1,1,3
INC-11621,1,4,3,0,9
INC-11622,6,10,3,3,6
INC-11623,2,7,1,0,5
INC-11624,0,4,0,1,2
INC-11625,0,2,0,0,3
INC-11626,5,0,3,3,1
INC-11627,2,0,1,1,0
INC-11628,6,3,3,3,1
INC-11629,0,6,1,0,2
INC-11630,7,4,2,2,8
INC-11631,3,0,3,3,1
INC-11632,6,6,3,3,4
INC-11633,2,7,2,0,7
INC-11634,6,4,3,3,4
INC-11635,2,1,0,0,3
INC-11636,5,5,3,3,6
INC-11637,7,1,1,1,2
INC-11638,5,8,3,2,6
INC-11639,5,4,3,3,1
INC-11640,2,4,2,1,2
INC-11641,6,2,3,3,9
INC-11642,3,1,3,3,1
INC-11643,1,0,1,0,3
INC-11644,3,9,3,3,9
INC-11645,0,3,2,0,3
INC-11646,1,3,0,1,2
INC-11647,7,9,3,1,1
INC-11648,1,3,3,1,1
INC-11649,7,5,0,1,3
INC-11650,2,8,2,0,0
INC-11651,2,1,2,0,0
INC-11652,4,9,3,2,9
INC-11653,5,6,3,3,4
INC-11654,2,9,1,0,3
INC-11655,3,10,0,3,2
INC-11656,7,9,0,2,4
INC-11657,0,4,1,0,2
INC-11658,1,6,0,1,2
INC-11659,6,0,3,3,2
INC-11660,0,1,2,0,7
INC-11661,1,2,1,1,1
INC-11662,4,0,1,2,6
INC-11663,2,0,2,1,0
INC-11664,0,6,2,0,2
INC-11665,2,7,0,1,8
INC-11666,5,8,3,3,0
INC-11667,0,7,0,0,3
INC-11668,2,8,1,1,2
INC-11669,0,0,1,1,7
INC-11670,3,7,3,3,6
INC-11671,1,2,2,0,2
INC-11672,4,8,2,2,3
INC-11673,7,8,1,2,1
INC-11674,0,9,2,0,3
INC-11675,7,8,2,2,8
INC-11676,2,4,1,1,2
INC-11677,4,4,2,1,8
INC-11678,7,5,3,2,9
INC-11679,7,10,1,2,1
INC-11680,6,3,3,3,1
INC-11681,3,5,3,3,0
INC-11682,7,7,1,2,3
INC-11683,7,6,3,2,1
INC-11684,2,7,0,1,7
INC-11685,3,3,3,3,1
INC-11686,2,7,1,0,3
INC-11687,1,5,2,1,3
INC-11688,2,6,1,1,0
INC-11689,0,4,0,0,0
INC-11690,0,4,1,1,3
INC-11691,4,3,3,2,5
INC-11692,2,8,2,1,0
INC-11693,7,3,0,2,3
INC-11694,0,5,2,1,0
INC-11695,5,10,3,3,6
INC-11696,1,3,1,1,7
INC-11697,3,6,3,3,1
INC-11698,0,6,1,1,3
INC-11699,6,7,3,3,6
INC-11700,6,1,3,3,1
INC-11701,6,6,0,3,8
INC-11702,3,7,0,3,0
INC-11703,5,0,3,3,4
INC-11704,0,10,1,0,0
INC-11705,6,3,3,3,9
INC-11706,6,1,3,2,1
INC-11707,3,5,3,3,4
INC-11708,0,7,0,0,3
INC-11709,7,9,0,2,2
INC-11710,1,6,0,1,9
INC-11711,4,3,2,2,0
INC-11712,5,0,3,3,9
INC-11713,0,4,1,1,7
INC-11714,4,9,2,1,3
INC-11715,2,1,1,0,7
INC-11716,3,0,3,3,1
INC-11717,7,6,2,2,0
INC-11718,5,5,3,3,1
INC-11719,4,1,1,2,3
INC-11720,5,8,3,3,1
INC-11721,6,4,3,2,1
INC-11722,0,9,2,0,7
INC-11723,7,10,2,1,6
INC-11724,4,3,3,1,5
INC-11725,4,6,3,2,6
INC-11726,0,6,1,0,0
INC-11727,4,8,3,1,3
INC-11728,2,4,0,1,2
INC-11729,3,0,3,3,6
INC-11730,0,10,1,1,3
INC-11731,5,4,3,3,6
INC-11732,5,4,3,3,1
INC-11733,0,6,2,0,2
INC-11734,3,3,3,3,1
INC-11735,0,3,1,1,7
INC-11736,1,2,2,1,3
INC-11737,7,0,0,1,8
INC-11738,6,9,3,3,4
