complaint_id,date,location_zone,complaint_type,payment_method,transaction_amount,withdrawal_zone,hour,day_of_week,month
309,2025-08-26,Zone_D,Online_Shopping_Fraud,Net_Banking,71628,Zone_A,18,1,8
310,2025-06-07,Zone_H,Phishing,Debit_Card,18608,Zone_B,3,5,6
311,2025-02-07,Zone_E,UPI_Fraud,Wallet,52995,Zone_A,17,4,2
312,2025-08-18,Zone_D,Investment_Fraud,Debit_Card,83306,Zone_F,1,0,8
313,2025-12-31,Zone_F,Investment_Fraud,Net_Banking,93685,Zone_E,0,2,12
314,2025-02-20,Zone_C,Investment_Fraud,Credit_Card,77033,Zone_C,14,3,2
315,2025-09-21,Zone_E,Investment_Fraud,Debit_Card,99525,Zone_A,4,6,9
316,2025-10-10,Zone_G,Card_Fraud,UPI,57330,Zone_D,19,4,10
317,2025-01-27,Zone_D,Online_Shopping_Fraud,UPI,75140,Zone_F,10,0,1
318,2025-08-14,Zone_C,Online_Shopping_Fraud,Wallet,53009,Zone_F,9,3,8
319,2025-10-04,Zone_H,Card_Fraud,Net_Banking,66906,Zone_C,1,5,10
320,2025-10-13,Zone_H,Phishing,Wallet,94720,Zone_F,2,0,10
321,2025-04-07,Zone_B,Phishing,Wallet,40019,Zone_D,22,0,4
322,2025-10-11,Zone_D,Investment_Fraud,Wallet,50149,Zone_A,22,5,10
323,2025-11-13,Zone_F,UPI_Fraud,UPI,35024,Zone_C,11,3,11
324,2025-10-31,Zone_B,Phishing,UPI,96993,Zone_H,19,4,10
325,2025-05-27,Zone_B,UPI_Fraud,Wallet,34385,Zone_F,4,1,5
326,2025-01-04,Zone_A,Online_Shopping_Fraud,UPI,44869,Zone_F,4,5,1
327,2025-02-04,Zone_E,UPI_Fraud,Net_Banking,95902,Zone_D,5,1,2
328,2025-07-11,Zone_D,Online_Shopping_Fraud,Wallet,31176,Zone_E,8,4,7
329,2025-02-18,Zone_B,Card_Fraud,UPI,64593,Zone_E,1,1,2
330,2025-01-17,Zone_A,Card_Fraud,Debit_Card,48264,Zone_G,20,4,1
331,2025-06-21,Zone_F,Investment_Fraud,Wallet,51299,Zone_F,11,5,6
332,2025-08-08,Zone_C,Phishing,Wallet,79914,Zone_H,2,4,8
333,2025-06-07,Zone_G,Investment_Fraud,Net_Banking,93595,Zone_A,19,5,6
334,2025-02-15,Zone_G,Online_Shopping_Fraud,Credit_Card,72807,Zone_C,21,5,2
335,2025-01-06,Zone_D,Investment_Fraud,Credit_Card,82562,Zone_F,11,0,1
336,2025-04-09,Zone_B,UPI_Fraud,Net_Banking,95932,Zone_B,23,2,4
337,2025-08-21,Zone_G,Online_Shopping_Fraud,Net_Banking,32423,Zone_C,16,3,8
338,2025-02-06,Zone_E,Card_Fraud,Net_Banking,78888,Zone_G,9,3,2
339,2025-10-07,Zone_G,Phishing,Credit_Card,48074,Zone_E,23,1,10
340,2025-12-15,Zone_G,Online_Shopping_Fraud,Net_Banking,43891,Zone_H,13,0,12
341,2025-10-29,Zone_G,Online_Shopping_Fraud,UPI,54164,Zone_F,22,2,10
342,2025-06-30,Zone_H,UPI_Fraud,Wallet,67884,Zone_D,16,0,6
343,2025-04-05,Zone_A,Phishing,Wallet,31527,Zone_B,17,5,4
344,2025-04-09,Zone_B,Card_Fraud,Debit_Card,35964,Zone_F,18,2,4
345,2025-07-07,Zone_E,Online_Shopping_Fraud,Debit_Card,34985,Zone_H,16,0,7
346,2025-04-26,Zone_B,Online_Shopping_Fraud,Wallet,19956,Zone_G,13,5,4
347,2025-07-10,Zone_H,UPI_Fraud,UPI,75295,Zone_A,8,3,7
348,2025-09-10,Zone_D,Investment_Fraud,Credit_Card,36054,Zone_B,7,2,9
349,2025-06-10,Zone_D,Card_Fraud,Credit_Card,47422,Zone_G,1,1,6
350,2025-09-13,Zone_D,Phishing,UPI,13909,Zone_F,12,5,9
351,2025-11-19,Zone_F,Online_Shopping_Fraud,Credit_Card,69827,Zone_A,6,2,11
352,2025-05-08,Zone_G,Online_Shopping_Fraud,Net_Banking,91900,Zone_B,8,3,5
353,2025-01-18,Zone_F,Card_Fraud,Wallet,37139,Zone_A,21,5,1
354,2025-10-08,Zone_A,Investment_Fraud,Wallet,64127,Zone_A,21,2,10
355,2025-08-11,Zone_D,Online_Shopping_Fraud,UPI,83924,Zone_B,10,0,8
356,2025-02-23,Zone_H,Card_Fraud,Credit_Card,20192,Zone_B,13,6,2
357,2025-02-27,Zone_E,UPI_Fraud,Debit_Card,89537,Zone_A,3,3,2
358,2025-11-19,Zone_B,Investment_Fraud,Debit_Card,79340,Zone_G,12,2,11
359,2025-12-26,Zone_G,Phishing,Credit_Card,54700,Zone_H,1,4,12
360,2025-06-23,Zone_C,Online_Shopping_Fraud,Debit_Card,93563,Zone_E,22,0,6
361,2025-10-07,Zone_E,Card_Fraud,UPI,57915,Zone_B,4,1,10
362,2025-04-24,Zone_G,UPI_Fraud,UPI,18574,Zone_F,10,3,4
363,2025-10-15,Zone_F,Phishing,Credit_Card,16049,Zone_C,5,2,10
364,2025-12-08,Zone_F,Card_Fraud,Debit_Card,30463,Zone_D,17,0,12
365,2025-05-31,Zone_E,Card_Fraud,UPI,91956,Zone_A,20,5,5
366,2025-05-07,Zone_F,Phishing,UPI,96862,Zone_A,9,2,5
367,2025-06-04,Zone_D,UPI_Fraud,Net_Banking,52765,Zone_D,3,2,6
368,2025-09-30,Zone_A,UPI_Fraud,Net_Banking,16561,Zone_E,8,1,9
369,2025-04-14,Zone_B,Investment_Fraud,UPI,58726,Zone_D,5,0,4
370,2025-10-26,Zone_A,Online_Shopping_Fraud,Credit_Card,29310,Zone_B,1,6,10
371,2025-09-03,Zone_G,Phishing,Wallet,60506,Zone_D,16,2,9
372,2025-06-25,Zone_B,Phishing,Wallet,23300,Zone_A,4,2,6
373,2025-02-08,Zone_H,Phishing,UPI,75976,Zone_D,5,5,2
374,2025-06-19,Zone_B,UPI_Fraud,UPI,69960,Zone_C,11,3,6
375,2025-09-04,Zone_A,Online_Shopping_Fraud,UPI,58267,Zone_F,22,3,9
376,2025-01-26,Zone_E,Investment_Fraud,Credit_Card,28554,Zone_B,20,6,1
377,2025-12-21,Zone_B,Card_Fraud,Net_Banking,75819,Zone_D,9,6,12
378,2025-11-02,Zone_H,Card_Fraud,UPI,45897,Zone_A,21,6,11
379,2025-01-13,Zone_H,Phishing,UPI,13733,Zone_G,20,0,1
380,2025-11-12,Zone_H,Online_Shopping_Fraud,Debit_Card,90520,Zone_F,5,2,11
381,2025-11-09,Zone_A,UPI_Fraud,Credit_Card,25568,Zone_B,7,6,11
382,2025-02-05,Zone_B,Online_Shopping_Fraud,UPI,66227,Zone_A,1,2,2
383,2025-06-22,Zone_C,Online_Shopping_Fraud,Debit_Card,91110,Zone_E,11,6,6
384,2025-01-20,Zone_E,UPI_Fraud,Wallet,70953,Zone_C,12,0,1
385,2025-11-17,Zone_D,Phishing,UPI,26332,Zone_H,20,0,11
386,2025-09-21,Zone_B,Online_Shopping_Fraud,UPI,86742,Zone_E,6,6,9
387,2025-05-22,Zone_H,Card_Fraud,Debit_Card,14182,Zone_H,9,3,5
388,2025-05-23,Zone_C,UPI_Fraud,Credit_Card,92798,Zone_C,12,4,5
389,2025-04-02,Zone_D,Investment_Fraud,UPI,23883,Zone_D,16,2,4
390,2025-12-20,Zone_D,Phishing,Wallet,58660,Zone_B,20,5,12
391,2025-11-18,Zone_G,UPI_Fraud,UPI,93832,Zone_D,13,1,11
392,2025-10-15,Zone_B,Investment_Fraud,Wallet,24166,Zone_C,1,2,10
393,2025-08-03,Zone_A,Investment_Fraud,Net_Banking,59317,Zone_C,21,6,8
394,2025-12-08,Zone_B,Online_Shopping_Fraud,Net_Banking,91698,Zone_C,10,0,12
395,2025-02-20,Zone_C,Online_Shopping_Fraud,Wallet,35142,Zone_H,0,3,2
396,2025-06-02,Zone_D,Online_Shopping_Fraud,Credit_Card,42330,Zone_F,18,0,6
397,2025-07-05,Zone_B,UPI_Fraud,UPI,10734,Zone_A,20,5,7
398,2025-03-04,Zone_A,UPI_Fraud,UPI,58116,Zone_B,3,1,3
399,2025-07-09,Zone_G,Phishing,Net_Banking,9721,Zone_D,18,2,7
400,2025-05-05,Zone_B,Online_Shopping_Fraud,Wallet,11910,Zone_D,20,0,5
401,2025-05-30,Zone_E,Investment_Fraud,UPI,80555,Zone_E,10,4,5
402,2025-11-10,Zone_G,Card_Fraud,UPI,61913,Zone_H,7,0,11
403,2025-02-27,Zone_A,Phishing,Credit_Card,1551,Zone_C,10,3,2
404,2025-12-08,Zone_C,UPI_Fraud,Debit_Card,75801,Zone_G,3,0,12
405,2025-11-01,Zone_D,Phishing,Net_Banking,77418,Zone_C,16,5,11
406,2025-06-29,Zone_B,Phishing,Net_Banking,78616,Zone_C,6,6,6
407,2025-06-19,Zone_A,Phishing,Debit_Card,57063,Zone_G,7,3,6
408,2025-11-22,Zone_G,Phishing,UPI,98359,Zone_D,2,5,11
409,2025-09-28,Zone_E,Card_Fraud,Credit_Card,45257,Zone_E,21,6,9
410,2025-02-23,Zone_A,Online_Shopping_Fraud,Credit_Card,77975,Zone_A,1,6,2
411,2025-04-11,Zone_F,Investment_Fraud,Net_Banking,51757,Zone_G,22,4,4
412,2025-09-21,Zone_H,Phishing,Credit_Card,96000,Zone_H,14,6,9
413,2025-02-22,Zone_E,Phishing,Debit_Card,807,Zone_F,23,5,2
414,2025-03-01,Zone_G,Phishing,UPI,57389,Zone_B,21,5,3
415,2025-04-18,Zone_C,Online_Shopping_Fraud,Debit_Card,69395,Zone_H,21,4,4
416,2025-01-05,Zone_D,UPI_Fraud,Wallet,95684,Zone_G,4,6,1
417,2025-04-13,Zone_G,UPI_Fraud,Net_Banking,36444,Zone_A,23,6,4
418,2025-07-15,Zone_H,Card_Fraud,Credit_Card,38634,Zone_D,0,1,7
419,2025-09-19,Zone_C,UPI_Fraud,Wallet,27823,Zone_F,3,4,9
420,2025-12-31,Zone_B,Phishing,Credit_Card,72262,Zone_F,14,2,12
421,2025-12-16,Zone_A,Phishing,UPI,87725,Zone_F,19,1,12
422,2025-02-16,Zone_F,Phishing,UPI,97007,Zone_C,18,6,2
423,2025-12-21,Zone_E,Card_Fraud,UPI,26454,Zone_B,2,6,12
424,2025-11-07,Zone_E,Phishing,Credit_Card,55521,Zone_D,19,4,11
425,2025-11-04,Zone_A,UPI_Fraud,Wallet,90459,Zone_D,10,1,11
426,2025-05-24,Zone_F,Online_Shopping_Fraud,UPI,96427,Zone_F,16,5,5
427,2025-09-26,Zone_A,Online_Shopping_Fraud,Wallet,80366,Zone_D,12,4,9
428,2025-05-04,Zone_B,Investment_Fraud,Credit_Card,70927,Zone_B,10,6,5
429,2025-04-16,Zone_H,UPI_Fraud,Wallet,5492,Zone_B,1,2,4
430,2025-06-07,Zone_C,Phishing,Credit_Card,2461,Zone_E,8,5,6
431,2025-05-27,Zone_G,Online_Shopping_Fraud,Credit_Card,12997,Zone_G,1,1,5
432,2025-05-25,Zone_E,UPI_Fraud,Net_Banking,33051,Zone_G,20,6,5
433,2025-04-30,Zone_B,Online_Shopping_Fraud,Credit_Card,76884,Zone_E,8,2,4
434,2025-11-15,Zone_C,Phishing,Credit_Card,56255,Zone_A,8,5,11
435,2025-10-02,Zone_B,Online_Shopping_Fraud,Debit_Card,13755,Zone_G,7,3,10
436,2025-04-02,Zone_F,Investment_Fraud,UPI,5067,Zone_B,16,2,4
437,2025-02-27,Zone_E,Investment_Fraud,Net_Banking,49347,Zone_B,0,3,2
438,2025-12-12,Zone_G,Online_Shopping_Fraud,Net_Banking,48503,Zone_G,10,4,12
439,2025-08-17,Zone_A,UPI_Fraud,Net_Banking,20889,Zone_B,7,6,8
440,2025-04-27,Zone_A,UPI_Fraud,Debit_Card,45023,Zone_E,9,6,4
441,2025-11-14,Zone_C,UPI_Fraud,Credit_Card,62076,Zone_F,6,4,11
442,2025-10-06,Zone_G,Online_Shopping_Fraud,UPI,44419,Zone_F,2,0,10
443,2025-05-07,Zone_H,UPI_Fraud,Wallet,82603,Zone_D,2,2,5
444,2025-05-09,Zone_D,Phishing,Credit_Card,3858,Zone_H,17,4,5
445,2025-02-27,Zone_F,Investment_Fraud,Debit_Card,89035,Zone_H,4,3,2
446,2025-05-02,Zone_C,Phishing,Credit_Card,77024,Zone_F,11,4,5
447,2025-01-01,Zone_D,UPI_Fraud,Credit_Card,97557,Zone_C,11,2,1
448,2025-08-27,Zone_B,Phishing,Debit_Card,6198,Zone_E,18,2,8
449,2025-10-17,Zone_F,UPI_Fraud,Net_Banking,67309,Zone_B,5,4,10
450,2025-04-06,Zone_B,Online_Shopping_Fraud,Net_Banking,93579,Zone_G,1,6,4
451,2025-05-06,Zone_H,Phishing,UPI,56305,Zone_F,11,1,5
452,2025-04-28,Zone_G,Online_Shopping_Fraud,UPI,31849,Zone_E,18,0,4
453,2025-02-17,Zone_E,Online_Shopping_Fraud,Net_Banking,77277,Zone_F,4,0,2
454,2025-03-30,Zone_F,Card_Fraud,Wallet,50748,Zone_A,11,6,3
455,2025-08-25,Zone_D,UPI_Fraud,Credit_Card,75533,Zone_B,16,0,8
456,2025-09-29,Zone_H,Investment_Fraud,Wallet,98739,Zone_A,16,0,9
457,2025-07-08,Zone_E,UPI_Fraud,Credit_Card,44541,Zone_B,9,1,7
458,2025-07-11,Zone_A,Investment_Fraud,Net_Banking,32454,Zone_E,22,4,7
459,2025-03-10,Zone_D,UPI_Fraud,UPI,8502,Zone_D,16,0,3
460,2025-10-05,Zone_C,Online_Shopping_Fraud,UPI,70283,Zone_F,14,6,10
461,2025-12-15,Zone_A,Phishing,Wallet,87734,Zone_F,11,0,12
462,2025-09-04,Zone_H,Phishing,UPI,20238,Zone_C,15,3,9
463,2025-03-17,Zone_A,Card_Fraud,Net_Banking,11203,Zone_G,23,0,3
464,2025-06-03,Zone_C,Investment_Fraud,Wallet,49922,Zone_A,18,1,6
465,2025-05-24,Zone_F,Investment_Fraud,Credit_Card,83606,Zone_F,7,5,5
466,2025-03-27,Zone_A,Investment_Fraud,UPI,62399,Zone_E,20,3,3
467,2025-07-04,Zone_G,Online_Shopping_Fraud,Debit_Card,12892,Zone_D,16,4,7
468,2025-10-12,Zone_D,Investment_Fraud,UPI,45224,Zone_G,22,6,10
469,2025-08-08,Zone_E,Phishing,Credit_Card,32799,Zone_E,4,4,8
470,2025-03-10,Zone_A,Online_Shopping_Fraud,Wallet,16141,Zone_A,21,0,3
471,2025-02-16,Zone_D,UPI_Fraud,Credit_Card,80034,Zone_C,15,6,2
472,2025-04-04,Zone_B,Investment_Fraud,Debit_Card,6805,Zone_F,5,4,4
473,2025-08-26,Zone_D,Investment_Fraud,Net_Banking,98762,Zone_E,7,1,8
474,2025-07-23,Zone_E,UPI_Fraud,UPI,19282,Zone_G,17,2,7
475,2025-08-06,Zone_D,Investment_Fraud,Wallet,78757,Zone_B,11,2,8
476,2025-12-07,Zone_C,UPI_Fraud,Net_Banking,78463,Zone_D,14,6,12
477,2025-02-08,Zone_H,Online_Shopping_Fraud,Credit_Card,21066,Zone_G,8,5,2
478,2025-04-10,Zone_E,Phishing,Wallet,68266,Zone_E,12,3,4
479,2025-10-16,Zone_H,UPI_Fraud,Net_Banking,7011,Zone_D,14,3,10
480,2025-09-11,Zone_F,Card_Fraud,Wallet,26677,Zone_F,9,3,9
481,2025-08-10,Zone_H,UPI_Fraud,Debit_Card,5265,Zone_B,15,6,8
482,2025-12-23,Zone_B,Investment_Fraud,Debit_Card,20854,Zone_C,6,1,12
483,2025-01-23,Zone_C,Online_Shopping_Fraud,UPI,24429,Zone_G,16,3,1
484,2025-09-07,Zone_F,Online_Shopping_Fraud,UPI,29320,Zone_C,22,6,9
485,2025-01-10,Zone_D,UPI_Fraud,Debit_Card,30023,Zone_B,20,4,1
486,2025-09-03,Zone_E,Phishing,Wallet,71588,Zone_D,21,2,9
487,2025-11-21,Zone_B,Card_Fraud,Debit_Card,66663,Zone_F,6,4,11
488,2025-04-10,Zone_C,Online_Shopping_Fraud,UPI,78025,Zone_E,13,3,4
489,2025-10-17,Zone_F,Investment_Fraud,Debit_Card,14280,Zone_B,14,4,10
490,2025-06-29,Zone_F,Investment_Fraud,Debit_Card,7089,Zone_A,20,6,6
491,2025-08-11,Zone_B,Phishing,Wallet,35312,Zone_D,6,0,8
492,2025-09-07,Zone_G,Online_Shopping_Fraud,Net_Banking,94164,Zone_C,8,6,9
493,2025-05-27,Zone_D,UPI_Fraud,UPI,46439,Zone_G,18,1,5
494,2025-04-06,Zone_B,Investment_Fraud,Wallet,51993,Zone_B,15,6,4
495,2025-09-14,Zone_F,Phishing,Debit_Card,93826,Zone_C,7,6,9
496,2025-11-21,Zone_A,Online_Shopping_Fraud,Debit_Card,41453,Zone_D,17,4,11
497,2025-01-04,Zone_C,Online_Shopping_Fraud,Net_Banking,66285,Zone_C,22,5,1
498,2025-01-16,Zone_B,Online_Shopping_Fraud,UPI,19809,Zone_B,17,3,1
499,2025-10-07,Zone_G,Online_Shopping_Fraud,UPI,54695,Zone_D,19,1,10
500,2025-12-02,Zone_F,Online_Shopping_Fraud,Credit_Card,26401,Zone_A,6,1,12
501,2025-09-04,Zone_D,Investment_Fraud,UPI,24076,Zone_B,2,3,9
502,2025-09-15,Zone_H,Phishing,Net_Banking,32008,Zone_E,17,0,9
503,2025-06-09,Zone_F,Online_Shopping_Fraud,Credit_Card,75211,Zone_H,9,0,6
504,2025-12-06,Zone_D,Card_Fraud,Credit_Card,25964,Zone_F,6,5,12
505,2025-06-01,Zone_B,Card_Fraud,Debit_Card,60781,Zone_B,16,6,6
506,2025-06-27,Zone_D,Phishing,Debit_Card,16760,Zone_D,13,4,6
507,2025-06-12,Zone_E,UPI_Fraud,UPI,35940,Zone_G,23,3,6
508,2025-02-02,Zone_E,UPI_Fraud,Credit_Card,95582,Zone_F,2,6,2
509,2025-06-28,Zone_E,UPI_Fraud,Debit_Card,57183,Zone_B,11,5,6
510,2025-04-11,Zone_G,Card_Fraud,Net_Banking,41930,Zone_A,12,4,4
511,2025-09-25,Zone_G,UPI_Fraud,Debit_Card,2487,Zone_G,1,3,9
512,2025-11-19,Zone_A,Investment_Fraud,Debit_Card,25605,Zone_A,2,2,11
513,2025-03-06,Zone_G,Online_Shopping_Fraud,Credit_Card,78984,Zone_E,4,3,3
514,2025-06-17,Zone_H,Card_Fraud,Credit_Card,13526,Zone_G,10,1,6
515,2025-11-26,Zone_B,Phishing,Wallet,68809,Zone_C,7,2,11
516,2025-02-12,Zone_F,Phishing,Net_Banking,46427,Zone_H,22,2,2
517,2025-02-13,Zone_F,Online_Shopping_Fraud,Credit_Card,75914,Zone_G,22,3,2
518,2025-10-12,Zone_A,Card_Fraud,UPI,58035,Zone_F,11,6,10
519,2025-01-12,Zone_G,UPI_Fraud,Net_Banking,43446,Zone_G,6,6,1
520,2025-04-05,Zone_H,UPI_Fraud,Net_Banking,57061,Zone_D,14,5,4
521,2025-10-29,Zone_D,Investment_Fraud,Credit_Card,10877,Zone_H,23,2,10
522,2025-09-10,Zone_A,Investment_Fraud,Net_Banking,54092,Zone_D,16,2,9
523,2025-08-30,Zone_H,UPI_Fraud,Credit_Card,7847,Zone_C,3,5,8
524,2025-02-04,Zone_D,Phishing,Debit_Card,34276,Zone_G,21,1,2
525,2025-08-03,Zone_H,Phishing,Wallet,4283,Zone_A,12,6,8
526,2025-12-03,Zone_D,Investment_Fraud,Debit_Card,56298,Zone_A,17,2,12
527,2025-03-31,Zone_C,Online_Shopping_Fraud,Credit_Card,4798,Zone_B,0,0,3
528,2025-09-21,Zone_H,UPI_Fraud,Credit_Card,70704,Zone_E,15,6,9
529,2025-04-03,Zone_F,Investment_Fraud,Debit_Card,86707,Zone_F,12,3,4
530,2025-03-31,Zone_E,Investment_Fraud,UPI,55661,Zone_H,9,0,3
531,2025-04-25,Zone_G,UPI_Fraud,UPI,61152,Zone_E,11,4,4
532,2025-04-15,Zone_D,UPI_Fraud,UPI,34984,Zone_G,1,1,4
533,2025-07-15,Zone_C,Phishing,Credit_Card,99114,Zone_E,22,1,7
534,2025-11-10,Zone_H,Online_Shopping_Fraud,Net_Banking,21422,Zone_B,2,0,11
535,2025-04-24,Zone_F,Online_Shopping_Fraud,Credit_Card,34528,Zone_E,9,3,4
536,2025-03-16,Zone_E,UPI_Fraud,Net_Banking,20816,Zone_H,1,6,3
537,2025-08-05,Zone_D,Card_Fraud,Debit_Card,77496,Zone_C,22,1,8
538,2025-10-04,Zone_H,Investment_Fraud,Wallet,17468,Zone_B,12,5,10
539,2025-09-06,Zone_H,Investment_Fraud,Net_Banking,30766,Zone_C,12,5,9
540,2025-06-13,Zone_D,UPI_Fraud,UPI,96245,Zone_G,17,4,6
541,2025-12-23,Zone_A,Card_Fraud,Credit_Card,24500,Zone_B,2,1,12
542,2025-07-11,Zone_A,Phishing,Debit_Card,14511,Zone_G,6,4,7
543,2025-08-15,Zone_F,UPI_Fraud,UPI,3366,Zone_G,13,4,8
544,2025-06-26,Zone_E,UPI_Fraud,Debit_Card,6398,Zone_E,19,3,6
545,2025-04-09,Zone_D,Investment_Fraud,Wallet,18895,Zone_C,16,2,4
546,2025-02-05,Zone_F,UPI_Fraud,Credit_Card,39519,Zone_G,20,2,2
547,2025-04-06,Zone_F,UPI_Fraud,Credit_Card,4506,Zone_C,11,6,4
548,2025-06-01,Zone_B,UPI_Fraud,Wallet,34893,Zone_C,15,6,6
549,2025-05-31,Zone_H,Investment_Fraud,Credit_Card,11456,Zone_B,23,5,5
550,2025-07-09,Zone_G,Phishing,Net_Banking,50542,Zone_D,11,2,7
551,2025-08-12,Zone_H,Phishing,Debit_Card,96699,Zone_E,14,1,8
552,2025-02-06,Zone_A,UPI_Fraud,UPI,6578,Zone_G,9,3,2
553,2025-09-25,Zone_E,Investment_Fraud,Wallet,30131,Zone_C,6,3,9
554,2025-07-02,Zone_H,Phishing,Net_Banking,96176,Zone_F,19,2,7
555,2025-01-13,Zone_D,Phishing,UPI,63401,Zone_D,4,0,1
556,2025-10-06,Zone_F,Phishing,UPI,69997,Zone_G,0,0,10
557,2025-08-05,Zone_D,Investment_Fraud,Wallet,95313,Zone_F,16,1,8
558,2025-12-21,Zone_B,Investment_Fraud,Net_Banking,42074,Zone_E,2,6,12
559,2025-12-27,Zone_E,UPI_Fraud,UPI,31917,Zone_E,12,5,12
560,2025-10-13,Zone_F,Online_Shopping_Fraud,UPI,88520,Zone_C,13,0,10
561,2025-09-30,Zone_D,Phishing,Net_Banking,84139,Zone_C,23,1,9
562,2025-03-03,Zone_A,Online_Shopping_Fraud,Credit_Card,65506,Zone_H,17,0,3
563,2025-03-25,Zone_G,Investment_Fraud,UPI,95381,Zone_H,3,1,3
564,2025-08-05,Zone_B,Investment_Fraud,Debit_Card,39954,Zone_G,17,1,8
565,2025-12-08,Zone_E,Investment_Fraud,Net_Banking,2087,Zone_B,4,0,12
566,2025-07-06,Zone_B,Online_Shopping_Fraud,UPI,55210,Zone_D,15,6,7
567,2025-01-19,Zone_A,Investment_Fraud,Wallet,87067,Zone_G,0,6,1
568,2025-06-26,Zone_E,UPI_Fraud,Debit_Card,92248,Zone_D,20,3,6
569,2025-04-10,Zone_B,Investment_Fraud,UPI,76386,Zone_C,13,3,4
570,2025-08-21,Zone_C,Card_Fraud,Debit_Card,19316,Zone_E,14,3,8
571,2025-03-17,Zone_A,Online_Shopping_Fraud,Debit_Card,86324,Zone_C,8,0,3
572,2025-09-22,Zone_A,Card_Fraud,Credit_Card,29932,Zone_E,14,0,9
573,2025-10-11,Zone_A,Investment_Fraud,Debit_Card,49117,Zone_H,16,5,10
574,2025-07-25,Zone_C,UPI_Fraud,Credit_Card,72873,Zone_G,23,4,7
575,2025-08-11,Zone_C,Phishing,Net_Banking,34717,Zone_H,3,0,8
576,2025-02-21,Zone_D,Investment_Fraud,Credit_Card,21384,Zone_E,11,4,2
577,2025-12-05,Zone_F,UPI_Fraud,Wallet,5954,Zone_C,4,4,12
578,2025-05-24,Zone_G,Online_Shopping_Fraud,UPI,75460,Zone_H,4,5,5
579,2025-03-10,Zone_B,Card_Fraud,Net_Banking,44118,Zone_A,10,0,3
580,2025-04-09,Zone_D,Card_Fraud,Net_Banking,84448,Zone_D,5,2,4
581,2025-01-25,Zone_B,Card_Fraud,Wallet,63171,Zone_F,6,5,1
582,2025-02-22,Zone_G,Online_Shopping_Fraud,Credit_Card,47611,Zone_E,23,5,2
583,2025-05-31,Zone_F,UPI_Fraud,UPI,40113,Zone_E,13,5,5
584,2025-05-24,Zone_C,Online_Shopping_Fraud,Credit_Card,86178,Zone_A,23,5,5
585,2025-02-26,Zone_F,Card_Fraud,Debit_Card,60493,Zone_G,10,2,2
586,2025-02-08,Zone_C,Investment_Fraud,Credit_Card,9348,Zone_G,12,5,2
587,2025-04-19,Zone_G,Phishing,Net_Banking,79172,Zone_G,1,5,4
588,2025-06-30,Zone_F,Online_Shopping_Fraud,UPI,66625,Zone_F,6,0,6
589,2025-02-11,Zone_D,Online_Shopping_Fraud,Credit_Card,86944,Zone_B,19,1,2
590,2025-07-05,Zone_E,UPI_Fraud,UPI,62102,Zone_A,3,5,7
591,2025-08-11,Zone_D,UPI_Fraud,UPI,72545,Zone_F,7,0,8
592,2025-05-02,Zone_B,Online_Shopping_Fraud,Debit_Card,42722,Zone_H,19,4,5
593,2025-05-13,Zone_D,Card_Fraud,Debit_Card,49723,Zone_A,21,1,5
594,2025-06-12,Zone_G,Phishing,Net_Banking,65833,Zone_E,20,3,6
595,2025-08-03,Zone_A,UPI_Fraud,Wallet,53232,Zone_D,18,6,8
596,2025-08-09,Zone_B,Card_Fraud,UPI,49920,Zone_A,12,5,8
597,2025-08-23,Zone_F,Investment_Fraud,Wallet,76004,Zone_B,13,5,8
598,2025-11-27,Zone_B,UPI_Fraud,Net_Banking,2962,Zone_C,9,3,11
599,2025-05-26,Zone_E,Card_Fraud,UPI,9960,Zone_H,10,0,5
600,2025-08-27,Zone_C,Card_Fraud,UPI,99819,Zone_F,1,2,8
601,2025-03-17,Zone_F,Phishing,Wallet,9775,Zone_H,8,0,3
602,2025-01-09,Zone_H,Phishing,Credit_Card,94713,Zone_H,16,3,1
603,2025-03-15,Zone_B,Investment_Fraud,Debit_Card,13769,Zone_A,2,5,3
604,2025-09-10,Zone_F,Card_Fraud,Credit_Card,66442,Zone_A,23,2,9
605,2025-08-18,Zone_F,Card_Fraud,Wallet,73420,Zone_B,5,0,8
606,2025-01-07,Zone_F,Phishing,Debit_Card,23053,Zone_D,4,1,1
607,2025-06-23,Zone_C,UPI_Fraud,Credit_Card,24866,Zone_A,4,0,6
608,2025-05-21,Zone_H,UPI_Fraud,Debit_Card,44536,Zone_A,21,2,5
609,2025-06-17,Zone_G,Online_Shopping_Fraud,UPI,17869,Zone_D,14,1,6
610,2025-06-19,Zone_D,Phishing,Credit_Card,12295,Zone_B,22,3,6
611,2025-10-10,Zone_F,Online_Shopping_Fraud,Debit_Card,70521,Zone_F,16,4,10
612,2025-05-02,Zone_A,Phishing,Debit_Card,68654,Zone_H,8,4,5
613,2025-07-13,Zone_G,Investment_Fraud,Debit_Card,30643,Zone_F,2,6,7
614,2025-01-05,Zone_E,Card_Fraud,Credit_Card,29925,Zone_A,19,6,1
615,2025-01-29,Zone_C,Investment_Fraud,Net_Banking,88709,Zone_D,16,2,1
616,2025-06-14,Zone_B,Phishing,Credit_Card,75639,Zone_A,9,5,6
617,2025-12-05,Zone_C,Card_Fraud,Wallet,5868,Zone_G,2,4,12
618,2025-05-16,Zone_B,UPI_Fraud,Credit_Card,5121,Zone_C,17,4,5
619,2025-12-31,Zone_C,UPI_Fraud,Debit_Card,59329,Zone_F,17,2,12
